,Actual Sales,Predicted Sales,,,,,,
1867,209.727,298.91675,,,,,,
1868,1244.3802,2470.2854,,,,,,
1869,1518.024,1797.9825,,,,,,
1870,1685.8056,1953.0435,,,,,,
1871,3078.6592,3068.5103,,,,,,
1872,2866.269,2878.332,,,,,,
1873,294.2836,66.53743,,,,,,
1874,2069.3064,2744.4053,,,,,,
1875,1046.6376,1091.9469,,,,,,
1876,4442.2176,3824.1191,,,,,,
1877,1930.1542,2206.7725,,,,,,
1878,1780.3492,1907.9841,,,,,,
1879,7086.1094,5485.4126,,,,,,
1880,316.9208,329.2694,,,,,,
1881,3415.554,3201.6218,,,,,,
1882,5241.1776,3982.1724,,,,,,
1883,1025.332,1093.1313,,,,,,
1884,473.3838,804.7084,,,,,,
1885,2912.875,2064.908,,,,,,
1886,5976.2208,4573.425,,,,,,
1887,687.1056,368.10056,,,,,,
1888,2984.1156,2038.6372,,,,,,
1889,1255.033,1132.0071,,,,,,
1890,3695.19,3286.422,,,,,,
1891,1068.609,1901.1355,,,,,,
1892,1583.9382,2055.7622,,,,,,
1893,661.1394,1441.6093,,,,,,
1894,958.752,896.5893,,,,,,
1895,2836.308,3104.584,,,,,,
1896,5523.4768,5462.884,,,,,,
1897,972.068,964.0855,,,,,,
1898,3002.0922,1920.0981,,,,,,
1899,1198.44,1944.4828,,,,,,
1900,4566.0564,3838.5159,,,,,,
1901,4402.9354,5049.921,,,,,,
1902,4819.7262,5657.8286,,,,,,
1903,6033.4796,5771.281,,,,,,
1904,1537.998,2826.2292,,,,,,
1905,2181.1608,2074.2773,,,,,,
1906,4916.933,3613.663,,,,,,
1907,801.6232,913.8105,,,,,,
1908,1474.0812,2147.5107,,,,,,
1909,3605.307,3869.4468,,,,,,
1910,873.5296,1478.5907,,,,,,
1911,575.2512,719.94604,,,,,,
1912,860.2136,805.6023,,,,,,
1913,40.6138,48.05469,,,,,,
1914,515.3292,292.21823,,,,,,
1915,2133.2232,2841.884,,,,,,
1916,2181.1608,2054.0952,,,,,,
1917,2253.0672,2181.013,,,,,,
1918,746.3618,713.9093,,,,,,
1919,1482.0708,1516.2152,,,,,,
1920,1272.3438,1576.1166,,,,,,
1921,117.8466,74.481766,,,,,,
1922,4434.228,3544.027,,,,,,
1923,719.064,2311.5884,,,,,,
1924,1263.0226,3327.5024,,,,,,
1925,6114.7072,4476.909,,,,,,
1926,2167.8448,2458.4688,,,,,,
1927,942.7728,671.12683,,,,,,
1928,1897.53,2100.6624,,,,,,
1929,2631.2416,2677.2122,,,,,,
1930,2978.1234,2282.4543,,,,,,
1931,2332.9632,1797.9639,,,,,,
1932,123.8388,177.09106,,,,,,
1933,1989.4104,1698.6375,,,,,,
1934,2372.9112,2406.9558,,,,,,
1935,1607.2412,1549.9048,,,,,,
1936,958.752,1708.8118,,,,,,
1937,197.0768,174.33028,,,,,,
1938,1198.44,1055.4927,,,,,,
1939,2277.036,2039.8177,,,,,,
1940,796.2968,2868.92,,,,,,
1941,525.982,414.60922,,,,,,
1942,3105.957,3348.602,,,,,,
1943,2826.9868,2362.659,,,,,,
1944,3153.2288,2820.9136,,,,,,
1945,5369.0112,3786.8057,,,,,,
1946,3448.844,3048.084,,,,,,
1947,1446.1176,1862.476,,,,,,
1948,1567.2932,1564.3995,,,,,,
1949,1396.1826,2988.9863,,,,,,
1950,1078.596,2247.34,,,,,,
1951,291.6204,432.2419,,,,,,
1952,554.6114,1173.912,,,,,,
1953,731.0484,1949.861,,,,,,
1954,4250.4672,4099.4844,,,,,,
1955,1514.695,1452.9904,,,,,,
1956,4054.722,2555.6526,,,,,,
1957,3067.3406,2725.849,,,,,,
1958,2343.616,1960.2609,,,,,,
1959,852.224,874.4774,,,,,,
1960,5350.3688,4089.0857,,,,,,
1961,4119.3046,4397.1475,,,,,,
1962,425.4462,560.80084,,,,,,
1963,2133.2232,1854.9071,,,,,,
1964,5145.3024,3262.116,,,,,,
1965,1162.4868,1030.8561,,,,,,
1966,165.7842,162.49228,,,,,,
1967,3547.3824,3603.517,,,,,,
1968,1211.756,2929.9636,,,,,,
1969,2274.3728,2622.9358,,,,,,
1970,4763.799,4004.1663,,,,,,
1971,5033.448,5000.9795,,,,,,
1972,1120.5414,1027.6581,,,,,,
1973,2612.5992,2497.5427,,,,,,
1974,4548.0798,3191.0923,,,,,,
1975,5863.0348,4261.334,,,,,,
1976,254.3356,152.18753,,,,,,
1977,2713.135,2389.613,,,,,,
1978,447.4176,760.2118,,,,,,
1979,1631.8758,1205.667,,,,,,
1980,5331.7264,4586.5254,,,,,,
1981,3563.3616,3159.7744,,,,,,
1982,1603.2464,2168.2705,,,,,,
1983,2709.806,2006.7418,,,,,,
1984,4086.0146,4016.0117,,,,,,
1985,1705.7796,2405.3013,,,,,,
1986,1402.1748,2466.2473,,,,,,
1987,7168.6686,5523.0337,,,,,,
1988,962.7468,475.31183,,,,,,
1989,1281.665,1046.8236,,,,,,
1990,426.112,270.63522,,,,,,
1991,1764.37,2446.9465,,,,,,
1992,1701.7848,1519.3217,,,,,,
1993,4357.661,4080.862,,,,,,
1994,3207.8244,2604.925,,,,,,
1995,732.38,708.99115,,,,,,
1996,6751.212,5249.4707,,,,,,
1997,306.268,1143.5397,,,,,,
1998,8239.9408,7587.958,,,,,,
1999,193.082,1228.6262,,,,,,
2000,1209.7586,1015.3642,,,,,,
2001,3878.285,2833.7576,,,,,,
2002,2693.8268,3634.0642,,,,,,
2003,649.155,639.18604,,,,,,
2004,4777.7808,3239.4229,,,,,,
2005,1416.8224,1228.877,,,,,,
2006,2422.1804,2261.3484,,,,,,
2007,2914.8724,2957.6746,,,,,,
2008,2380.9008,2294.5837,,,,,,
2009,1556.6404,3906.356,,,,,,
2010,689.103,476.72144,,,,,,
2011,373.5138,442.5582,,,,,,
2012,539.298,1376.2094,,,,,,
2013,1612.5676,1573.0848,,,,,,
2014,559.272,564.4865,,,,,,
2015,179.766,166.90971,,,,,,
2016,763.0068,1605.122,,,,,,
2017,756.3488,678.43604,,,,,,
2018,181.0976,512.3367,,,,,,
2019,6029.4848,5234.5776,,,,,,
2020,3083.9856,2745.2864,,,,,,
2021,113.186,217.71942,,,,,,
2022,2087.9488,1321.215,,,,,,
2023,2535.3664,3121.533,,,,,,
2024,1789.6704,2414.4575,,,,,,
2025,4687.232,4192.9204,,,,,,
2026,3425.541,3464.1667,,,,,,
2027,1657.842,1706.0437,,,,,,
2028,3101.2964,3003.1594,,,,,,
2029,1347.5792,1225.6345,,,,,,
2030,2270.378,1624.4218,,,,,,
2031,2556.672,3368.385,,,,,,
2032,3779.0808,3080.7837,,,,,,
2033,1505.3738,1392.4644,,,,,,
2034,782.9808,639.438,,,,,,
2035,480.7076,308.8168,,,,,,
2036,1911.5118,2563.837,,,,,,
2037,642.497,1564.6057,,,,,,
2038,1470.0864,2628.7563,,,,,,
2039,159.792,152.55023,,,,,,
2040,6309.7866,5177.378,,,,,,
2041,633.8416,542.0594,,,,,,
2042,3091.9752,2533.408,,,,,,
2043,1637.868,2155.5557,,,,,,
2044,805.618,644.0812,,,,,,
2045,3767.0964,3469.0007,,,,,,
2046,529.311,2498.613,,,,,,
2047,645.1602,548.73517,,,,,,
2048,849.5608,726.5786,,,,,,
2049,1328.271,2578.694,,,,,,
2050,2010.716,2239.5234,,,,,,
2051,4364.9848,2573.222,,,,,,
2052,792.302,1222.4556,,,,,,
2053,2804.3496,1683.435,,,,,,
2054,4290.4152,4191.5894,,,,,,
2055,37.2848,55.75523,,,,,,
2056,2659.871,2558.4,,,,,,
2057,5406.296,3876.226,,,,,,
2058,930.1226,1414.072,,,,,,
2059,1826.9552,2610.211,,,,,,
2060,1145.176,2038.1577,,,,,,
2061,3150.5656,1844.8704,,,,,,
2062,253.6698,203.47083,,,,,,
2063,1779.0176,1683.323,,,,,,
2064,1185.7898,1049.8198,,,,,,
2065,467.3916,587.2651,,,,,,
2066,1414.1592,1463.79,,,,,,
2067,1518.024,1931.7776,,,,,,
2068,3034.0506,2871.9062,,,,,,
2069,666.4658,1081.5981,,,,,,
2070,181.0976,1032.7811,,,,,,
2071,210.3928,1470.818,,,,,,
2072,1662.5026,2270.308,,,,,,
2073,3791.0652,3987.0864,,,,,,
2074,402.809,1149.172,,,,,,
2075,749.025,1194.4832,,,,,,
2076,2516.724,2020.0098,,,,,,
2077,5556.7668,3803.8274,,,,,,
2078,1022.6688,1251.6108,,,,,,
2079,525.3162,418.78833,,,,,,
2080,1576.6144,2518.5454,,,,,,
2081,392.822,249.43712,,,,,,
2082,5257.1568,3976.5667,,,,,,
2083,4447.544,3764.4875,,,,,,
2084,5652.642,5123.3433,,,,,,
2085,3033.3848,3261.1575,,,,,,
2086,780.9834,499.00836,,,,,,
2087,2474.7786,2327.2402,,,,,,
2088,101.2016,182.08374,,,,,,
2089,3929.5516,2439.2808,,,,,,
2090,564.5984,571.8732,,,,,,
2091,1245.046,2002.6055,,,,,,
2092,151.8024,177.75757,,,,,,
2093,825.592,1570.6715,,,,,,
2094,2696.49,2488.7021,,,,,,
2095,1231.73,2071.2722,,,,,,
2096,939.4438,706.7768,,,,,,
2097,2090.612,1678.4258,,,,,,
2098,2801.6864,2360.3945,,,,,,
2099,3364.9532,2765.6821,,,,,,
2100,2343.616,2873.3252,,,,,,
2101,1808.9786,2208.2847,,,,,,
2102,992.042,766.65985,,,,,,
2103,5768.4912,5985.2065,,,,,,
2104,970.7364,1310.4327,,,,,,
2105,3568.688,2707.3066,,,,,,
2106,3533.4006,2147.3796,,,,,,
2107,6157.3184,3840.5383,,,,,,
2108,4729.8432,3154.4712,,,,,,
2109,9371.8008,8929.446,,,,,,
2110,1949.4624,1481.9067,,,,,,
2111,4633.968,3680.503,,,,,,
2112,4211.185,3294.605,,,,,,
2113,1970.768,2141.9915,,,,,,
2114,3372.9428,2925.3945,,,,,,
2115,934.7832,840.87335,,,,,,
2116,3375.606,3664.036,,,,,,
2117,2388.2246,2066.9514,,,,,,
2118,780.3176,2670.1404,,,,,,
2119,102.5332,193.47182,,,,,,
2120,1713.7692,1510.9844,,,,,,
2121,1605.9096,2415.171,,,,,,
2122,717.0666,891.3471,,,,,,
2123,1381.535,889.78265,,,,,,
2124,215.7192,301.67062,,,,,,
2125,1076.5986,1385.8774,,,,,,
2126,2931.5174,2926.8623,,,,,,
2127,4211.185,3749.1086,,,,,,
2128,1830.95,2410.5469,,,,,,
2129,939.4438,766.5351,,,,,,
2130,1856.2504,1664.2861,,,,,,
2131,115.8492,5.9024286,,,,,,
2132,4613.994,5408.6494,,,,,,
2133,1431.47,2291.9167,,,,,,
2134,490.0288,1144.3003,,,,,,
2135,366.19,326.3995,,,,,,
2136,611.2044,691.3959,,,,,,
2137,2163.85,1468.6484,,,,,,
2138,575.2512,607.2997,,,,,,
2139,498.0184,465.54416,,,,,,
2140,661.8052,788.1443,,,,,,
2141,5294.4416,4726.9585,,,,,,
2142,1208.427,1266.4152,,,,,,
2143,838.908,933.6758,,,,,,
2144,660.4736,526.495,,,,,,
2145,3928.22,2839.2551,,,,,,
2146,452.744,1529.4873,,,,,,
2147,782.315,2209.598,,,,,,
2148,2580.6408,2070.779,,,,,,
2149,1537.998,1577.4281,,,,,,
2150,1687.1372,2247.899,,,,,,
2151,3115.944,3117.495,,,,,,
2152,2348.9424,2074.3718,,,,,,
2153,262.991,207.34676,,,,,,
2154,3542.7218,4027.2954,,,,,,
2155,4701.8796,3920.475,,,,,,
2156,1768.3648,1591.0005,,,,,,
2157,519.324,628.30414,,,,,,
2158,1677.816,1607.9434,,,,,,
2159,164.4526,101.70704,,,,,,
2160,1108.557,2346.1187,,,,,,
2161,4350.3372,4019.6445,,,,,,
2162,1312.9576,905.4124,,,,,,
2163,659.142,668.5719,,,,,,
2164,910.8144,838.00433,,,,,,
2165,2409.5302,2792.4082,,,,,,
2166,2648.5524,2943.8584,,,,,,
2167,1065.28,1577.2023,,,,,,
2168,798.96,907.77606,,,,,,
2169,3062.0142,2456.2122,,,,,,
2170,774.9912,679.4656,,,,,,
2171,4958.8784,4513.745,,,,,,
2172,697.7584,686.87427,,,,,,
2173,2768.3964,3428.8608,,,,,,
2174,2591.2936,2605.202,,,,,,
2175,755.0172,1857.7064,,,,,,
2176,354.2056,591.9523,,,,,,
2177,479.376,271.27786,,,,,,
2178,1607.2412,1282.1932,,,,,,
2179,1053.2956,1040.8562,,,,,,
2180,1922.8304,1571.572,,,,,,
2181,1677.1502,2408.6658,,,,,,
2182,1113.2176,1480.7849,,,,,,
2183,1518.024,1076.7063,,,,,,
2184,2406.2012,1714.415,,,,,,
2185,2069.3064,2552.5657,,,,,,
2186,3621.2862,4291.045,,,,,,
2187,4969.5312,3965.7202,,,,,,
2188,1245.046,1356.337,,,,,,
2189,5243.8408,4568.464,,,,,,
2190,934.7832,790.48663,,,,,,
2191,521.9872,546.0771,,,,,,
2192,4578.0408,4913.577,,,,,,
2193,1062.6168,1880.1445,,,,,,
2194,2579.975,1614.3336,,,,,,
2195,165.1184,216.60994,,,,,,
2196,459.402,214.36256,,,,,,
2197,1504.0422,2204.1313,,,,,,
2198,5126.66,4430.91,,,,,,
2199,2616.594,2985.8215,,,,,,
2200,842.237,999.31616,,,,,,
2201,1223.0746,1716.8062,,,,,,
2202,755.683,2353.678,,,,,,
2203,1953.4572,1646.1024,,,,,,
2204,288.9572,390.07648,,,,,,
2205,2976.7918,2949.0386,,,,,,
2206,2675.1844,2997.847,,,,,,
2207,755.0172,1273.0879,,,,,,
2208,410.1328,237.31384,,,,,,
2209,387.4956,384.57788,,,,,,
2210,3635.268,2297.576,,,,,,
2211,1323.6104,2400.4639,,,,,,
2212,2942.836,1715.014,,,,,,
2213,4379.6324,3942.3137,,,,,,
2214,2936.178,2856.5344,,,,,,
2215,600.5516,973.1661,,,,,,
2216,8851.1452,6915.17,,,,,,
2217,2428.8384,2511.2002,,,,,,
2218,3813.7024,4221.3345,,,,,,
2219,2556.672,2388.1636,,,,,,
2220,1255.033,1576.3369,,,,,,
2221,2769.728,2846.1963,,,,,,
2222,1571.288,1342.129,,,,,,
2223,188.4214,461.93033,,,,,,
2224,1022.6688,2114.328,,,,,,
2225,3744.4592,3865.7202,,,,,,
2226,2749.754,2738.499,,,,,,
2227,480.7076,1187.7125,,,,,,
2228,969.4048,3177.2302,,,,,,
2229,4933.578,3795.3035,,,,,,
2230,2720.4588,2814.0007,,,,,,
2231,4527.44,3812.8955,,,,,,
2232,3123.9336,2522.2668,,,,,,
2233,2857.6136,1836.8794,,,,,,
2234,1454.773,1212.3402,,,,,,
2235,1992.0736,2313.277,,,,,,
2236,1728.4168,1371.1536,,,,,,
2237,2311.6576,2191.9038,,,,,,
2238,7478.2656,6014.0967,,,,,,
2239,593.8936,382.87878,,,,,,
2240,452.744,783.3106,,,,,,
2241,856.8846,868.7846,,,,,,
2242,984.7182,998.4479,,,,,,
2243,2037.348,3301.2007,,,,,,
2244,149.805,572.1476,,,,,,
2245,473.3838,687.00964,,,,,,
2246,293.6178,538.4797,,,,,,
2247,5105.3544,4052.0674,,,,,,
2248,3010.7476,2857.1294,,,,,,
2249,986.7156,1182.4022,,,,,,
2250,458.0704,1138.3293,,,,,,
2251,589.233,518.37537,,,,,,
2252,283.6308,284.35916,,,,,,
2253,1935.4806,2929.5408,,,,,,
2254,1569.9564,2116.448,,,,,,
2255,437.4306,632.75903,,,,,,
2256,1717.764,2013.3405,,,,,,
2257,1304.968,2860.978,,,,,,
2258,784.3124,761.5169,,,,,,
2259,1816.3024,2647.1755,,,,,,
2260,2070.638,3273.725,,,,,,
2261,2184.4898,1960.396,,,,,,
2262,1922.8304,1821.8572,,,,,,
2263,633.8416,544.3902,,,,,,
2264,2269.0464,2580.3625,,,,,,
2265,1209.7586,1316.751,,,,,,
2266,1205.098,1347.7272,,,,,,
2267,3338.987,2754.007,,,,,,
2268,227.7036,643.8733,,,,,,
2269,4680.574,4036.6658,,,,,,
2270,695.0952,1720.4855,,,,,,
2271,579.246,426.53033,,,,,,
2272,1478.076,1006.9721,,,,,,
2273,694.4294,1063.0874,,,,,,
2274,703.0848,1325.2056,,,,,,
2275,4514.124,3610.48,,,,,,
2276,206.398,414.62332,,,,,,
2277,589.233,273.26846,,,,,,
2278,3169.208,3240.2437,,,,,,
2279,2490.092,2826.9219,,,,,,
2280,1151.1682,1304.9916,,,,,,
2281,3900.9222,3397.9255,,,,,,
2282,6439.6176,5750.229,,,,,,
2283,1845.5976,1641.9459,,,,,,
2284,934.7832,1261.7902,,,,,,
2285,3202.498,2568.718,,,,,,
2286,2684.5056,3167.6323,,,,,,
2287,221.0456,264.96024,,,,,,
2288,2439.4912,2396.8716,,,,,,
2289,596.5568,750.4423,,,,,,
2290,2227.101,2080.559,,,,,,
2291,5159.2842,3315.2695,,,,,,
2292,1366.2216,1864.7615,,,,,,
2293,8604.7992,5852.056,,,,,,
2294,378.1744,622.7982,,,,,,
2295,711.0744,748.05804,,,,,,
2296,1061.951,530.26953,,,,,,
2297,1004.0264,1097.5667,,,,,,
2298,609.207,618.91943,,,,,,
2299,3558.0352,1785.9491,,,,,,
2300,2025.3636,2396.6965,,,,,,
2301,1864.24,1566.5032,,,,,,
2302,1907.517,2126.292,,,,,,
2303,5660.6316,4168.1147,,,,,,
2304,607.2096,1138.0765,,,,,,
2305,1024.6662,1062.354,,,,,,
2306,3169.208,3201.7708,,,,,,
2307,2740.4328,3019.8906,,,,,,
2308,640.4996,801.165,,,,,,
2309,1960.1152,2095.9348,,,,,,
2310,2067.309,2896.4668,,,,,,
2311,231.6984,1035.0836,,,,,,
2312,253.004,152.65097,,,,,,
2313,131.1626,226.80345,,,,,,
2314,2153.1972,2176.9385,,,,,,
2315,5383.6588,5063.1504,,,,,,
2316,1724.422,2670.066,,,,,,
2317,3615.294,3475.3965,,,,,,
2318,168.4474,76.17554,,,,,,
2319,2999.429,2888.5403,,,,,,
2320,4165.2448,4260.5244,,,,,,
2321,1134.5232,1243.7692,,,,,,
2322,2888.2404,3328.816,,,,,,
2323,2696.49,3090.5671,,,,,,
2324,53.9298,-20.601292,,,,,,
2325,113.8518,341.41275,,,,,,
2326,2287.023,3315.6995,,,,,,
2327,555.2772,668.24713,,,,,,
2328,1120.5414,1257.8145,,,,,,
2329,719.064,1257.5522,,,,,,
2330,437.4306,870.9843,,,,,,
2331,2050.664,2229.0469,,,,,,
2332,1214.4192,786.4405,,,,,,
2333,2059.9852,2495.2073,,,,,,
2334,3672.5528,3415.096,,,,,,
2335,3089.312,2620.8782,,,,,,
2336,815.605,387.27414,,,,,,
2337,61.2536,141.23907,,,,,,
2338,1278.336,1740.606,,,,,,
2339,1528.011,1481.1993,,,,,,
2340,129.831,102.9366,,,,,,
2341,1301.639,804.1991,,,,,,
2342,1844.9318,1741.0713,,,,,,
2343,5068.7354,4815.9194,,,,,,
2344,1095.241,2760.7356,,,,,,
2345,307.5996,242.14835,,,,,,
2346,1295.6468,1365.5182,,,,,,
2347,2607.2728,2121.0574,,,,,,
2348,3455.502,3447.1228,,,,,,
2349,2345.6134,2331.824,,,,,,
2350,197.7426,659.7293,,,,,,
2351,1761.7068,2125.054,,,,,,
2352,1905.5196,1645.9828,,,,,,
2353,3086.6488,2884.4565,,,,,,
2354,1060.6194,701.52295,,,,,,
2355,4653.942,2686.9065,,,,,,
2356,3339.6528,3126.234,,,,,,
2357,2439.4912,3048.1604,,,,,,
2358,1379.5376,1858.046,,,,,,
2359,897.4984,1256.2656,,,,,,
2360,1404.838,2071.3171,,,,,,
2361,615.1992,1120.1238,,,,,,
2362,1069.2748,1468.2318,,,,,,
2363,4101.328,3666.0886,,,,,,
2364,4793.76,2907.5388,,,,,,
2365,1138.518,1820.2373,,,,,,
2366,2771.7254,2082.9868,,,,,,
2367,1948.1308,1767.4332,,,,,,
2368,5206.556,5410.842,,,,,,
2369,173.7738,898.8799,,,,,,
2370,73.238,424.94315,,,,,,
2371,3415.554,3224.008,,,,,,
2372,3803.0496,3400.1785,,,,,,
2373,3961.51,3907.4868,,,,,,
2374,1384.1982,1764.7802,,,,,,
2375,1251.704,1987.2678,,,,,,
2376,1821.6288,1572.1372,,,,,,
2377,5141.3076,3448.529,,,,,,
2378,3205.1612,3145.085,,,,,,
2379,1720.4272,2674.6912,,,,,,
2380,3418.883,3933.6729,,,,,,
2381,4374.306,3935.6553,,,,,,
2382,782.315,2385.98,,,,,,
2383,1685.8056,2170.8735,,,,,,
2384,153.7998,447.19388,,,,,,
2385,4101.328,2035.4751,,,,,,
2386,3453.5046,3014.1443,,,,,,
2387,1179.1318,1492.88,,,,,,
2388,1004.0264,2322.6946,,,,,,
2389,419.454,548.7757,,,,,,
2390,3845.6608,3610.6724,,,,,,
2391,2024.032,2148.6875,,,,,,
2392,1956.1204,2227.7095,,,,,,
2393,1168.479,727.4608,,,,,,
2394,55.2614,144.8904,,,,,,
2395,2020.0372,1737.8906,,,,,,
2396,3073.9986,2640.0952,,,,,,
2397,1884.8798,1691.9736,,,,,,
2398,1364.89,888.718,,,,,,
2399,3193.1768,2565.7766,,,,,,
2400,2336.958,2538.4534,,,,,,
2401,370.1848,420.25388,,,,,,
2402,3756.4436,3798.6182,,,,,,
2403,175.7712,133.0665,,,,,,
2404,3078.6592,3346.699,,,,,,
2405,2109.2544,1885.1984,,,,,,
2406,3243.7776,2356.1516,,,,,,
2407,71.9064,180.19296,,,,,,
2408,189.0872,70.45138,,,,,,
2409,2579.975,1844.5222,,,,,,
2410,1486.0656,1898.7644,,,,,,
2411,312.2602,490.4029,,,,,,
2412,4845.0266,4633.446,,,,,,
2413,171.7764,504.283,,,,,,
2414,1834.279,1620.4735,,,,,,
2415,2082.6224,1241.8595,,,,,,
2416,2705.1454,3000.5142,,,,,,
2417,3731.809,3711.569,,,,,,
2418,1592.5936,888.18604,,,,,,
2419,2125.2336,1865.8076,,,,,,
2420,998.7,2634.089,,,,,,
2421,3673.8844,2496.4727,,,,,,
2422,2099.9332,1706.286,,,,,,
2423,1225.072,984.513,,,,,,
2424,3062.0142,3532.7795,,,,,,
2425,4442.2176,4483.92,,,,,,
2426,4278.4308,4094.773,,,,,,
2427,631.1784,2300.978,,,,,,
2428,602.549,1893.0211,,,,,,
2429,2797.6916,3705.293,,,,,,
2430,445.4202,320.7138,,,,,,
2431,2348.9424,2748.5662,,,,,,
2432,1975.4286,1464.2189,,,,,,
2433,1374.2112,1714.7147,,,,,,
2434,2006.7212,1682.478,,,,,,
2435,352.874,454.70404,,,,,,
2436,908.817,2174.0432,,,,,,
2437,6035.477,3950.0632,,,,,,
2438,1379.5376,2681.166,,,,,,
2439,171.1106,265.2613,,,,,,
2440,2045.3376,2656.1555,,,,,,
2441,1332.9316,1593.2861,,,,,,
2442,2848.9582,2901.3167,,,,,,
2443,1278.336,2425.5579,,,,,,
2444,1491.392,1557.6799,,,,,,
2445,195.7452,173.83098,,,,,,
2446,585.904,894.40234,,,,,,
2447,1133.8574,1171.9749,,,,,,
2448,1186.4556,2344.4932,,,,,,
2449,93.212,47.6369,,,,,,
2450,2836.308,3373.5957,,,,,,
2451,3621.952,3339.5369,,,,,,
2452,1761.041,1360.6791,,,,,,
2453,1325.6078,1811.5063,,,,,,
2454,3942.8676,3217.2642,,,,,,
2455,3506.7686,2351.282,,,,,,
2456,3560.6984,2139.773,,,,,,
2457,5099.3622,4724.4595,,,,,,
2458,2570.6538,3307.9543,,,,,,
2459,2563.33,2694.7341,,,,,,
2460,2187.153,2180.364,,,,,,
2461,2348.9424,2438.1438,,,,,,
2462,1682.4766,1495.8679,,,,,,
2463,4274.436,3959.437,,,,,,
2464,3185.1872,2106.741,,,,,,
2465,4580.704,4580.609,,,,,,
2466,1800.3232,3339,,,,,,
2467,517.3266,2119.913,,,,,,
2468,5668.6212,5106.5522,,,,,,
2469,2125.2336,1914.9326,,,,,,
2470,555.2772,658.6988,,,,,,
2471,1948.1308,2841.5007,,,,,,
2472,188.4214,513.7721,,,,,,
2473,367.5216,2020.5247,,,,,,
2474,601.2174,1509.4323,,,,,,
2475,361.5294,372.15686,,,,,,
2476,2332.2974,2122.2654,,,,,,
2477,4042.7376,3961.3274,,,,,,
2478,1356.2346,2321.327,,,,,,
2479,948.765,748.15125,,,,,,
2480,782.9808,630.9689,,,,,,
2481,1192.4478,1766.479,,,,,,
2482,1701.7848,1721.3948,,,,,,
2483,3153.2288,2803.3584,,,,,,
2484,1042.6428,1071.0984,,,,,,
2485,633.8416,1395.4176,,,,,,
2486,213.056,293.1402,,,,,,
2487,312.926,349.6521,,,,,,
2488,3142.576,2865.3394,,,,,,
2489,1696.4584,1760.766,,,,,,
2490,639.168,771.316,,,,,,
2491,109.1912,167.09023,,,,,,
2492,796.9626,934.5771,,,,,,
2493,4687.232,3815.688,,,,,,
2494,3036.048,2977.561,,,,,,
2495,2372.9112,1340.1041,,,,,,
2496,770.3306,1053.9237,,,,,,
2497,663.1368,2476.9292,,,,,,
2498,2167.8448,1815.2964,,,,,,
2499,2749.754,3131.1824,,,,,,
2500,3057.3536,2722.8047,,,,,,
2501,1904.188,2659.123,,,,,,
2502,512.666,648.55273,,,,,,
2503,605.878,664.631,,,,,,
2504,2826.321,3331.0115,,,,,,
2505,3846.9924,3332.7705,,,,,,
2506,557.2746,740.88007,,,,,,
2507,3542.056,3269.1855,,,,,,
2508,2964.1416,2790.5708,,,,,,
2509,2960.1468,2440.3535,,,,,,
2510,490.0288,1018.1177,,,,,,
2511,3611.2992,2482.4014,,,,,,
2512,1378.206,873.65656,,,,,,
2513,3119.9388,2975.4758,,,,,,
2514,2013.3792,2822.8105,,,,,,
2515,4761.8016,3796.9443,,,,,,
2516,7590.12,4510.8457,,,,,,
2517,1326.2736,2441.187,,,,,,
2518,713.0718,864.9916,,,,,,
2519,982.055,855.9037,,,,,,
2520,2119.9072,2142.6475,,,,,,
2521,4234.488,3885.8103,,,,,,
2522,2396.88,2999.2476,,,,,,
2523,5757.8384,5010.065,,,,,,
2524,1303.6364,1660.4822,,,,,,
2525,599.22,829.02655,,,,,,
2526,3954.852,3219.7268,,,,,,
2527,1050.6324,1038.2439,,,,,,
2528,6503.5344,5088.99,,,,,,
2529,5972.226,5628.7114,,,,,,
2530,1641.8628,1686.0941,,,,,,
2531,2087.9488,1898.624,,,,,,
2532,3339.6528,3141.4202,,,,,,
2533,2787.0388,2666.8835,,,,,,
2534,2535.3664,2683.9785,,,,,,
2535,8760.5964,6987.384,,,,,,
2536,1018.674,1911.7246,,,,,,
2537,1789.6704,3747.265,,,,,,
2538,1382.2008,2289.5283,,,,,,
2539,5259.82,5074.723,,,,,,
2540,1512.6976,1794.484,,,,,,
2541,2090.612,1734.8933,,,,,,
2542,1211.756,1219.568,,,,,,
2543,1230.3984,1266.4764,,,,,,
2544,1657.842,1628.2426,,,,,,
2545,739.038,1323.8838,,,,,,
2546,1105.228,1246.1619,,,,,,
2547,2619.2572,2953.1797,,,,,,
2548,2721.7904,2705.7007,,,,,,
2549,6381.693,3231.0146,,,,,,
2550,769.6648,872.2394,,,,,,
2551,1120.5414,1345.4738,,,,,,
2552,1869.5664,2274.292,,,,,,
2553,1411.496,1928.0199,,,,,,
2554,1941.4728,2380.986,,,,,,
2555,4301.068,3814.9998,,,,,,
2556,343.5528,486.43375,,,,,,
2557,3998.7948,4671.922,,,,,,
2558,585.904,501.5022,,,,,,
2559,535.3032,1875.1278,,,,,,
2560,1609.9044,1934.32,,,,,,
2561,649.155,898.15326,,,,,,
2562,2223.1062,2846.7742,,,,,,
2563,2127.8968,3279.2534,,,,,,
2564,4060.7142,3348.5847,,,,,,
2565,3844.995,3165.754,,,,,,
2566,1832.2816,3150.2163,,,,,,
2567,1310.2944,2565.7942,,,,,,
2568,659.142,867.8006,,,,,,
